raw_tweet,sentiment
"Yaaampun di manado, gegara nonton pildun aja tikam tikaman",
masih ga nyangka messi angkat trofi pildun ndess,
@idextratime Emang Pildun kali ini disetting FIFA buat Argentina. Orang kesrimpet kaki sendiri aja dapet Pinalti 😪  Mana Hakim garisnya anak dari Hakim Garis waktu Maradona Juara dunia 1986 lagi.   Argentina krisis ekonomi buat nyuap FIFA doang  https://t.co/1RD9NTBE7Z,
Semalem mau nonton pildun tapi ngantuk banget akhirnya turu aja wkwk,
"@convomfs Lahhh ikutan nonton lah anjer. Seru gituuu apalagi pildun yg 4 taun sekali. Lagia heboh bener cuma semalem ini, besok besok juga ke lu lgii",
tren pildun 2022 : besoknya ijin sakit/wfh,
"[askrl] BETE BANGET GAIS COWOKU TADI MALEM ABIS NOBAR PILDUN SAMPE JAM 2 PAGI SAMA TEMEN2NYA, TAPI SAMPE SEKARANG MASA BELOM BANGUN SIH😩😩😩😩😩",
"@convomfs ngga tuh. yang lain nobar final pildun,gw wiken seharian kelonan ma suami tuh🤭",
"@dansweuse Right? I personally think this year is the best World Cup, banyak ""plot twist""-nya kayak Maroko bisa kalahin tim-tim jagoan kayak Spain sama Portugal dan tembus semifinal, terus di awal juga kan Saudi kalahin Argentina... Beneran deh pildun tahun ini terbaik banget.",
"Setelah pildun tahun ini kebencian gw ke messi jd hilang 🥲 Dulu gw benci banget sama dia cz dia rivalnya CR7 (kayak kpupies dah gw 😃) Tp setelah liat perjuangan beliau &amp; beliau orangnya gk neko2, gw jadi tahu kenapa beliau pantes dpt banyak penghargaan.  Sekali lagi congrats 💕",
"""Mana belm gajian, eh kalah taruhan karena megang Perancis di Pildun."" ~Somewhere in Indonesia",
"(baru bangun), ga sia"" begadang nonton pildun (tugas ga dikerjain) dan selamat buat Argentina 🇦🇷",
ganonton pildun tp ngerti cerita finalnya gara2 tl dan sw orang2 yg full pildun,
"Buru kalo ini gw bela belain ngantuk demi nonton pildun, dan sesuai ekspektasi, makasih @qatarairways , ini yang paling berharga di tahun ini, gw tunggu in 4 tahun selanjutnya  https://t.co/BzCuXGSxrT",
"@convomfs piala dunia 4 taun skli anjer, ini maksudnya bukan rela ninggalin, cewenya aja yg pada gabisa menghargai. lagian pildun malem anjir lo ngapain malem2 ngerecokin pacar",
@earphoneejck nonton pildun gak semalem bang,
Hahaha apa aing doang yg ga nnton final pildun ampe kudet argentina juara,
Pdhl niatnya semalem cuma ngetest abis doi nobar pildun masih inget pesenku nasgor apa ngga. Eh inget dong wkkw malem jam 2 aku dibangunin buat mam nasgor bareng dia🤣,
"PSG ketar ketir nih abis pildun,  antara mbappe yg cabut apa messi. Pastilah ada slek nantinya",
🤍 mana sini yang bilang pildun 2022 ga seru atau kurang hype,
Pengen liat reaksi mateo liat bapaknya menang pildun,
@Askrlfess Soalnya kita tu harusnya nonton siksa kubur doang nder. Emang cuma lu doang si yg nonton pildun di tongkrongan cowo,
"@ShoutOutOC / Kalau mau sebagai dokter/pengacara dengan fc han s/hee, ada spot untuk kekuarga kecil dengan SL keluarga sudah fix. Mari ramaikan, Kak. Mumpung adanyang lagi menang anu pildun kemarin 😊",
maaf ulang need pildun shar buat c nanti ku wa pake wabis #zonauang,
"@fietra @idextratime Tapi Messi juara Copa setelah putus kontrak dari Barca, setelahnya juara Pildun 👍🏽",
"Kurasa Ronaldo emg berat sih juara pildun.. Ini soal mentalitas timnasnya..  Argentina emg punya sejarah dan mental juara.. Nah momennya sekarang.. Kalau Portugal, mm berat..",
yaelah ak udh hype pildun sblm tau ada pemain cakep,
Semalem nonton: Pildun ❌ Reborn rich terbaroe ✅ Lanjut tidur 🤣,
Nike nanges BA tercintah bikin masalah akhir akhir ini malah Adidas yang berjaya 2 BA masa kini dan masa mendatang moncer di pildun. Nike gamau ngamok ke bang dodo gitu?,
trimakasih pildun 2022. waktunya joging dan tidur teratur lagi 😁,
Wookie bagian ngikut ajalah ketika yg lain sibuk nobar pildun😆  https://t.co/HJkzMsXvXg,
Itu peramal bilang yg menang pildun benderanya ada merah sama biru kemana ya wkwkw,
Pildun udah kelar.   Kita kembali ke asal. Lihat Indonesia. Di #AFFMitsubishiElectricCup2022,
Jam tidur jadi kaga bener gara gara pildun,
Ungkapan Bangga Istri kepada Messi Usai Argentina Juara Pildun  https://t.co/AUi0MGOGEU,
"@registaco Daritadi seliweran pildun settingan lah, cr goat asli lah wkwkwk. Emang paling mantep tuh liat fans dodog nyap nyap",
"@Askrlfess Ya ga knp2, gw dulu suka bola jg gara2 pildun 2002 trs sampe kuliah ambil jurusan komunikasi jurnalistik, bisa magang di majalah Inside United Indonesia jg saking dulu pengin nonton MU dan liat dari deket sebagai media pas tur ke sini meski gagal krn bom 😂😂",
@capebethidup Nepuk gambar pildun ne malunan🙏,
"Terus kemarin ada yang sampe ngomong ""mau off socmed takut tiba2 dibully peny*p*ng Messi"" heeey are you outta your mind???? Sebagai cewe, gw gak terima. Itu kasar banget. Ini Pildun ngasih lu makan apa gimana?",
"@tanyakanrl 1000 ahh seru bngt gilee , walau kehidupan gua ga seru tapi liat fans dodo sama fans messi seru seru bet haha. Dari kutukan drake, kutukan yang menang pildun ga menang lagi, kutukan ahha seruu bngt langsung dipatahkann pildun sekarang hihi",
cuma gara2 pildun jd respect sama di maria 🫡,
@fuchskaboy Iya. Haha gara2 pildun jadwal tidur berantakan.,
Asal muasal kucing aku kunamai messi karena suka sama doi dari pildun 2010. Dan lega banget woy tahun ini bisa liat doi angkat world cup trophy!😭🙏🏻 ✨,
@jodiikurniawan Trophy pildun&lt;ke Aceh Cc: fans D*do,
"casemiro, neymar, dan bbrp pemain lainnya di pildun 2026 nanti sudah menginjak umur 30 - 35 tahun. peluang terakhir di squad yang memumpuni, semoga beruntung ✊🏼💪🏻🇧🇷  https://t.co/aZJxClCwIP",
"Nonton sembunyi-sembunyi karna pas SMP gak boleh begadang karna nonton tv (tapi kalo karna belajar boleh). Pertama kali nonton pildun juga pas match Argentina - Serbia, Messi masuk dimenit akhir, gak pake lama udah ngegolin.",
"Nonton pildun bareng bapake dan para tetangga,pas messi menang gue ama bapake ampe mewek 😂😂😂secinta itu sama alien",
💙 bagi tweet pildun yg lucu-lucu kaya gini dong  https://t.co/qEXr99WfRb,
tanyarl guysss spill meme pildun semalem yang lucu lucu dongs! tiaaa,
"@crispyburgerrrr @Dicky_Arya11 @The_RedsIndo Aduh masih ada aja yg bilang gini, besok2 sekalian bilang juara pildun sama negara lain bang kocak",
"Emang indonesia ini full karbit, temen gua pendukung italy karena italy ga masuk  pildun jadi dukung yang menang Argentina, ngabrut wkwkw #QatarWorldCup2022",
"@BudiMario007 iya karna saya melihat dara mereka memenangkan tropi Copa America lalu selama perhelatan pildun Argentina tak terkalahkan,  walau kalah diawal saya tak ragu semangat mereka apalagi ada e martinez yg lgi ngacor dlm urusan pinalti,,",
"@convomfs Gak peduli anjing, gue jomblo.   Gue lebih sedih pas nginget piala dunia sebelumnya gue kebangun subuh-subuh, terus liat papa lagi nonton pildun, gue langsung pindah tidurnya di sebelah papah. Terus paginya pas bangun udah di kasur lagi. Sekarang udah gak bisa kaya gitu lagi",
@FaktaSepakbola Ni pildun seru abis. Dr jam 5 sampe pagi ada match terus. Pokoknya seru bgt. Dr pertandingan krasa jga tensinya di tiap match. Bahkan perebutan juara 3 yg biasanya ga seru enak ditonton,
kok pildun udah qatar aja...,
Striker tumpul pildun🤣,
gpp belanda kalah sama juara pildun  https://t.co/7gk1N5YHe9,
Aku mendengar berita  sudah Messi pildun akan pensiun? apa itu benar?,
@ScherazadeMS Kamu ketinggalan final pildun paling seru mbak,
Knapa ga juara pildun sblmnya aja sih :( arisan pildun sblmnya dpt argen pdhl 🥲,
@Kang_Suswan Bagaimana tanggapan antum tentang PILDUN Qatar 2022?,
Bangun tidur kan mau liat highlight pildun semalem ehh lah yg trending Raul Lemos wkwk,
Banyak-banyak yg lucu dari pildun kali ini apalagi orang yang bilang “where is messi?” Terus berubah haluan dukung argentina wkwkwkw capek banget,
@convomfs t-tapi final pildun semalem seru bgt jd worth to watch gitu XIXIXI,
"@aquayers doa untuk sesuatu yg hampir mustahil 👀, sama aja kayak doa Indo msk pildun yg mana mustahil😂 di atas kertas aja udh kalah hrsnya udh legowo dr awal",
@idextratime BARU SELESAI PILDUN LAGI MERAYAKAN ARGEN JUARA UDAH MULAI AJA ANJING ETI,
"jd semalem kan pildun, nah tmn w yg cowo ini bikin snap jurnal or apala gatau, trus dikasi caption ""drpd nonton pildun, mending (apala w lupa)"" like...are u a twice song? feel special??? yauda ga nonton mah gpp, ga suka gpp, tp dgn lo jd kaum mendang mending ga bikin u keren bro",
"@PorosHalangID Selama pildun jantung dan emosi ge sehat wal afiat, denger MU mau main lagi aja jantung udah deg deg ser wkwkw",
"Ini menangnya Argentina buat mood baik kali hari ini. Terharunya masih sampe pagi ini, karna Argentina di pildun 2006 adalah sebab aku suka kali bola sampe sekarang.",
"@slmdrr @starfess Owalah pantes wv ku semalem rame banget dari anak anak tubatu, pada nonton pildun to sksk😂",
alhamdulillah Pildun selesai selamat buat Messi yang akhirnya bisa juara kek Maradona jangan lupa Kamis dini hari MU udah main lagi ya akhirnya ada yg bikin semangat sama deg2 an lagi ya min @PorosHalangID,
begimana ceritanya di keluarga gw kmrn pildun ada dua kubu WKWKWK,
"Stlh menilik dan melihat kembali, Mbappe tuh ganteng bgt ya 🥹 charismatic gt?! WKWK masih muda pula… lol random tweet bgt ini krn seliweran mukanya di Timeline aku yg pildun kali ini tdk nonton samsek",
ga ngikutin pildun tp seru ajg litin org” excited,
"Apa cuma aku, yg gak nonton bola dr awal pildun sampe dpt juara gini? 🥲",
@txtdarisports Hah ini acara pildun pas malem?,
sedih bgt next pildun tanpa messi&amp;ronaldo🥹🥹,
@chemat_1st @Latif54Latif @gamapila @BigAlphaID apalagi kuota Asia di Pildun 2026 ditambah jadi 8+0.5,
"ini adalah skenario sepakbola paling klimaks untuk pendukung messi. sudah terlalu banyak kegagalan kegagalan messi, kalah final pildun 2014, kalah copa america berkali kali, sampe titik terendahnya adalah pensiun, foto nangis kekalahan messi dan balik lagi.",
"Piala dunia 2014, copa 2015, 2017, pildun 2018, copa 2019, rentetan kegagalan menghantuimu Leo, titel GOAT tak pantas rasanya jika tak bisa memberikan sesuatu untuk negara tercinta",
Umur 23 jadi pencetak gol terbanyak di pildun 2022 👏🏼,
Ga habis pikir nobar pildun sampe subuh yang besoknya kerja pengganti di tempat baru. Dag dig dug sernya berlanjut sampai siang,
"Pildun udah slse, messi udah angkat trofi juara. Saatnya kembali ke liga dan man city siap juara liga champion dan liga inggris. ☕",
@Askrlfess yaa gak gimana gimana la wkwkwkwk pildun kan ajang kompetisi besar yaa udh pasti bakal banyak yg nungguin walaupun nggak ngikutin bola dari awal,
"@chemat_1st @Latif54Latif @gamapila @BigAlphaID ya, who knows sih bang. toh Emi Martinez yang di Pildun 2018 cuma bisa nonton, sekarang bisa dapet Piala Dunia.  kalau main bagus di Piala Asia, pasti ada kepikiran juga bisa tampil bagus di kualifikasi Piala Dunia, waktunya berdekatan juga.",
"@Askrlfess oo ini org sama ni kyk sipaling marvel, kalo dia sipaling pildun",
syukuran messi juara pildun  https://t.co/WoJtfiX4lv,
"cowo gw smlm nonton pildun gwnya tdr, pas bangun liat notif dia kabarin soal skor akhir tp ga ksh tau siapa yg menang wkwkwk",
"Agak kesel ke stiker ini d ajang Pildun gak seperti penampilan di Copa America, di menit akhir xtra time babak 2  Umpan udh ciamik eh....Sundulan nya ngacapruk euy, padahal khans untuk gol nya besar :(:((:",
"@Cherryxcly Belajar ttng sepak bola juga nad,mayan klo pildun dpt topik",
pildun mah pildun gawe mah gawe,
@budimandjatmiko Pele mah susah bang 3x juara pildun🙂,
@registaco Wkwkwk ayo dodolover beri semangat panutanmu di pildun 4 taun lagi...  Kalo masih mampu😂,
"@jniadiwinata1 @idextratime Bener si, Ronaldo Nazario tapi. THE REAL RONALDO, yg menang Pildun.",
@idextratime Jatah pergantian pemain di Pildun ini brp yak? Gila semalem Prancis smpe ganti 7 pemain..,
@PorosHalangID kgn pildun,
Kaka juara Pildun dengan cara jadi cadangan dan nonton Ronaldinho kasih magic di lapangan. Setelah itu jadi pemain terbaik eropa pasca Ronaldinho habis. Saatnya Dybala melakukan hal yang sama tahun-tahun ke depan. Masih sempat. Asal pindah klub 🤗💎,
"cuokkkk nabrak pager neh gara gara begadang pildun, gpp tp menang hehe 😂🤣",
"@Askrlfess wajar, pildun 4 taun sekali. yang gak wajar itu lo yang demen ngomentarin orang",
@Fandom_ID Qkwkw gara-gara Pildun kemarin jadi ada video announcement pemain gini,
@realmadridindo1 pas kualifikasi pildun ni org ikutan wkwk,
"Seperti biasa, sehabis gelaran pildun, Indonesia mah kagak ngefek di aspek apapun.",
"@pradimuta Rapopo pokokmen pildun iki aku nyembah king messi sek, pemain madrid meh mambu kecing rapopo, all-in argentina aku soale 😭",
"@Askrlfess yaudah sih gapapa. interest org2 tu beda, bisa ada yg suka bola karena tau krn pildun ada yg udah tau lama. gausah merusak kesenangan org lain sama kesirikan mu.",
Apa cuma aing yg gak nontol pildun sekalipun? Hahaha,
"kakak kakak… coba dibiarin aja siapapun kl mau komen soal bola… namanya gelaran pildun,, siapa aja boleh nonton siapa aja boleh komen,,, mau cewe cowo, deni siregar..  GAUSAH ribet bener dibilang caper lah apalah. Pd kenapa si? Heran deh ah.",
"pildun udah selesai, siap2 dikasih liat emyu 😭😞",
Yang bilang pildun rata rata jamet ca.,
"@Askrlfess gpp ga masalah nder, mama ku juga ngehype bola pas pildun aja biar juga bisa nemenin ayahku begadang :D",
@frh_efl24 @holycrabssss @registaco Hanya dalam kurun waktu 2 tahun. Dari yg awalnya ngepost nangis terharu karena bisa menang di community shield breng Arsenal sampe jd penyelamat di Copa America dan Pildun. What a life!,
@iyabgiya @Latif54Latif @gamapila @BigAlphaID Ada orang yang ngarepin indo main pildun 2026 aja udah aneh,
Suka nonton bola cuma final pildun itulah aku.,
"closing pildun kemaren juga keren bgt huhu gabisa move on aing ih , pildun terdebest🥹🥹🥹",
"Bru sadar ak sedikit prik habis baca twit ini, kdg kyk ksl aja gt phm gasi. Untungnya doi ngrti call dlu sblm bnr2 ilang buat nntn pildun",
gue seneng deh smlm nonton pildun rame ramee sm keluargaa zzzzzz,
"@HyungAhim @Askrlfess Emaknya. Pas mbappe nendang bola kena kaca atau yang lainnya, emaknya kalo marah doanya kek gitu bang ""Dasar anak baik yang pinter, ntar kalo gede jadi anak yang bermanfaat bagi nusa bangsa dan agama ye. Jadi pesepak bola yang handaLLL ikut pildun""",
"@singutaety95 @sbtcon aku juga seller mau tunggu sampe besok,tapi aku males ribet kena deh 😭 lagian ga fokus gara” malam tadi al nonton pildun wkwk",
@idextratime Fix ini mah Ronaldo pildun 2026 masih mau maen lagi gegara ngeliat Messi juara,
mau baru nyemplung kek baru kecebur emg mmbuat mu jatuh miskin kah😭 ya maklum musiman emang pildun musiman 4 taun sekali..,
Bertahun2 di Juventus gak dapet. Baru semusim di Romlah udah dapet PilDun. Berkah join Roma 🫠🫠🫠,
"@anismatta Andai tdk ada kalimat terakhir, cuitannya bisa jdi keren...coba kalimatnya ganti,  Indonesia semoga suatu saat bs layak jadi tuan rumah pildun sep Qatar, g usah bawa2 narasi agama.",
Smlm nntn pildun sendirian dag-dig-dug ser sendiri🤣,
Kata gua prancis nanti pildun depan bawa orang asli prancis aja deh,
"Cok mbappe umur 23 hattrick di final pildun, 4 taun sebelumnya udah ngangkat piala lagi",
Yg kena prank pidio dikasih kompensasi free siaran pildun sampe setaun ke depan...,
"@idextratime Messi juara pildun, ronaldo juara di hati piers morgan",
"bangke gara pildun, uas pajak, reborn rich pas pagi pagi udah nguap 20kali lebih agaknyaa. emang ga sadar diri tidurr lama padahal pagi"" uas 😵‍💫",
@Latif54Latif @gamapila @BigAlphaID Kalo timnas main di Pildun 2026 yang ada satu bulan seluruh pekerja di Indonesia cuma setengah hari dari siang ke sore doang. Wqwqwq.,
"Vidio lebih beres lah dari warung sebelah soal Pildun wkwkwkw , emang udh 5th+ juga jadi andalan orang2 streaming televisi. Vidio sukses mematikan streaming ilegal kaya Mivo TV wkwkwk",
@sbyfess Itu namanya pildun. Sekarang timnasnya mana??? Masa bangga sama peta doang,
Uas Tidak Perlu nonton final pildun nomer satu 😅🙏,
"""apa cuman gua doang yang ngerasa Pildun kali ini nggak meriah?"" fellas on the most fun-non predictable-unique World Cup they ever saw.  https://t.co/8X6rPIilf2",
beneran gue mimpiin pildun semalem bangun2 euphorianya juga masih kerasa,
"gua ngeliat sekarang tuh argentina juara dunia nih, brarti nunjukkin permainan terbaiknya saat ini.  cuman kalo mau tetep bisa bertahan di permainan terbaiknya sih harus ganti gameplay dari sekarang, rombak besar2an terkhusus pildun 2026.   karena messi bakal pensi. rombak total.",
@padangmenfess Mbappe: lah jaleh dn emosi dk ang anjg Messi: dn manang pildun se nyo a salah dn cuk?,
@vorvegas @biblesumett dia nonton pildun sampe jam 2 ran,
"@FaktaSepakbola Dari dulu jg gitu, lu aja baru pertama nntn pildun 😭😂🤣😅",
@affanfaal Deschamps baperan wkwk. Onok Pavard seng dipasang Kounde. Benzi sebenere iso recovery ndek pildun malah dimulehno,
@FaktaSepakbola walau lm10 raih pildun ttp cr7 yg terbaik krn gk prnh kalah di final pildun  https://t.co/mnO1QGlmda,
"@HervandyG @gsp1209 @PapaBerni @SerieA_Lawas Udah kena mental kayaknya dia haha, mudah mudahan lautaro dan lukaku buang sial di pildun biar gacor di second half serie a",
"Fyp saya berubah menjadi olahraga semua ygy, pildun, orang ngegym, trs tdi motogp, gpp sih marc marquez cakep soalnya",
@idextratime Dia masih pengen main di pildun 2026,
"@gecarat bukannya mesi masih bisa satu pildun lagi ya?? tapi milih pensiun dini..   beda banget ya postur tubuhnya usia 23 aja udah segitu gedenya...😭.  neymar, cr7, Messi.. udah gak ikut pildun taun depan kan ya??",
"oke pildun udah kelar, hari-hari misuh ngeliat chelsea main akan segera tiba  potter asw",
@idextratime walaupun lm10 raih pildun ttp yg terbaik cr7 krn gk prnh kalah di final pildun  https://t.co/mnO1QGlmda,
"@convomfs Pildun dulu, baru kamu. Pildun is important bro",
"@walentska_files @convomfs kalo akusih mending turu kak,semalem jg ditinggal nntn,iyasih pgn jg diajakin nobar pildun mau jg ngerasain vibesnya tp drpd sewot2 ga diajakin,ga diajak ngebucin mending tidur, istirahat krna marah juga butuh tenaga wkwk",
ngantuk bener karna nonton pildun 👽,
"@numbers13_ @idextratime Maroko juga gada histori di pildun, Baru tahun ini masuk pildun dpt posisi 4. Sepakbola gada yg gamungkin.",
"karna anaknya mager, jadi nonton pildun di rumah aja seringnya pake indihome biar lancarr  https://t.co/jc9wXkSeB9",
"@realmadridindo1 Yupp,, mbappe juga kalo mau keluar dari bayang2 messi. Fixed dia harus keluar Dari PSG, harusnya januari ini jadi agenda penting mbappe x perez. Pildun gagal setidaknya mbappe bisa balas di UCL",
"buat cewe2 yg diajak nobar pildun, fix beruntung",
"Seru banget sebulan dihibur sama pildun yang sekeren itu. But now, how about AFF 2022? Kok aku ga excited ya fess. Hahahh jf!",
ayo indonesia menang bid tuan rumah pildun biar aku bisa nonton pildun,
"kemaren juga langganan vidio, abis itu nonton pake jaringan indihome, seru banget jadinya pas nonton pildun karna lancarrr  https://t.co/afItnbwT5i",
@halo_yank Pildun itu Pilat Gadun ya Om?,
"@Cristiano_time7 @idextratime AIWKWKWKWKWKWK MINIMAL 7 BALON DOOR,6 GOLDEN BOOT,5 MOTM WORLD CUP,2 MVP WORLD CUP,MASOK FINAL 2x PLUS JUARA PILDUN LA DEK BARU MAU NYENGGOL MESSI🤭🤫 YAKIN PENALDOG MAU NYENGGOL MESSI GATAKUT MALU LAGI APA AJJENG",
"@convomfs Next pildun mbap, nunggu kante sembuh whahaha",
@cecepedia tukang baso tengah malem lagi pada nonton pildun 😭😭,
@Uthaismyname @benakribo Iya habis ikut closing ceremony final pildun ya,
@PSSleman ngantuk e man bar nonton pildun.,
Final Pildun 2018 juga hujan gol,
"Kepala berat grgr nonton pildun sampe beres, malah yg ngajak nontonnya jam 12 udah pingsan",
@eIIaith Capek abis berdagang.,
"Gw pribadi akuin @vidio lebih baik daripada platform lumpur sidoarjo itu dalam menghandle Pildun 🙏  Pengalaman pribadi, download viva plus lgs jadi sampah stlh pildun beres :)",
"org2 pada bahas pildun, also me 🙄",
Tanyanya kaya sekarang bakal jadi pildun terakhir dan nggak akan adalagi pildun lainnya,
hanya di rezim ini messi angkat piala copa America sama pildun,
@convomfs pildun kn cm bbrp thun skli buset y kli org2 g nnton,
padahall argen well deserve bngt pildun kali ini semenjak kalah dri arab maennya cukup stabil sampe final tadi gua juga terheran heran sekelas perancis ampe g dikasih shoot sama sekali,
Terpantau 2 teman tewas tidak masuk kerja karena begadang nobar pildun 🤣🤣,
Sumpah semalem bimbang bget mau nyelesain pildun atau nonton between us. Tapi berujung nyelesain pildun dulu sih 😭😭 alhasil bobo jam 3+,
jadi real goat cuma satu kan nih yang pegang pildun aja?,
@hayuhim Jerman 2 pildun trakhir bapuk bgt,
Kalau mau jadi juara pildun join psg,
aku ga ngerti bola dan ga ngikutin pildun tapi semalem gue ngomong “ah aku megang argentina hehe” beneran menang heheheh 😁,
iyelah ketemu lu mah bisa tiap hari pildun 4 tahun sekali.,
@kebluksatu Nnton pildun pasti,
@FaktaSepakbola Seandainya CR7 maen di timnas Brazil mungkin tropi pildun nya udah 5,
@elgardls Apa isi dari tahu tersebut?,
"@Azharceria10 @Askrlfess Siap maaf mas, aku tau bola baru pildun ini",
@elgardls Tau aja?,
"ngomongin pildun nih baru tau nama asli mbappe tuh ya mbappe, kukira namanya bappe, tapi dipanggil mbappe sama orang indo biar kaya akrab gitu😭",
@elgardls Kapan mau war?,
"Akhire nyediakno sekitar 250an giga. Per saiki, karen sekitar 124an giga 🙃 Berikut trivia perkuotaan selama pildun kemarin berlangsung.",
"@elgardls Udah, lu udah?",
ngakak bgt abis pertandingan berbagi meme pildun 😭,
"@Askrlfess Gapapa banget lah anjirr, lagian mereka gamain pas pildun doang, masih banyak pertandingan lainnya.",
Bayangin bapak lu ikut bawa timnya menang pildun. Bayangin.,
"Setelah pildun, fans Newcastle harus siap2 muak sama fans2 Villa/Brighton yang bakalan pamer Emi Martinez/Mac Allister",
Final PilDun emg keren tibaknya 😎😁  Ini lagi liat siaran ulangnya Gol Messi k3 🤙🏻🤙🏻🤙🏻💜,
@neroselle Udah sarapan Anne?,
"Baru kali ini sih, berinteraksi langsung ama event pildun",
"@Seputar_LFC Sudah bagus bagus ini nonton final pildun yg seru dan enak dinikmati. Balik lagi ke liga inggris, jan sampai main ngaco yah pul..",
@hamisholt Sorry jagoanku argentina.,
Big rispek sama orang yg dari kemaren ngga bahas pildun di tl nya,
"@sceptresite SEPERTI BIASA, SERU!! Suka banget sama event-nya yang nggak grasa grusu dan selalu nyantai, bahkan bisa selesai lebih awal. Nggak pernah memberatkan, tapi selalu bisa bikin have fun. Terima kasih buat semua yang berpartisipasi!",
"Selamat hari Senin!! Ciee yang timnya menang di Pildun #Qatar2022, tapi Mumpung masih pagi jangan lupa sarapan dulu guys, nih mimin kasih asupan tersaik~  https://t.co/bVEApXiQer",
"@convomfs halah belom pildun juga udh ditinggalin, upsiee",
@badidding gaada masih tidur abis pildun,
Siapapun yg menang pildun initina sya maua glory🗿,
kmrn ada yg nanyain pildun gue pegang apa. iseng jawab argentina. eh menang. emg feeling cewe selalu benar 🤭,
Ahiya kmrn nonton ini sambil nunggu final pildun. Super kocak dan action-nya oke banget. Salut bgt film ini keren dan 2.5 jam gak berasa lama. 🤣🤣🤣👍👍👍👍👍,
@fiiikky Ndapak jatuh cinta... mari iki sebar undangan. Lah iki dag dig dug perkoro pildun 😂😂,
"@Askrlfess hal2 kaya gitu tuh sifatnya gak temporary deh, I mean even pildun selesai kan masih banyak gelaran sepak bola lainnya. Bukannya bagus ya makin banyak yg tertarik dan antusias",
"Efek pildun, molor dulu lah🙋‍♂️  https://t.co/MdGmowBJkt",
@Gerindra Final pildun semalem dukung siapa min?,
"(24, 25 ada sesuatu tapi bukan natal, bukan sulap, bukan sihir. Kalau semisal ada kegiatan di sceptre masih bisa ikut inshaAllah. Cuma ngikut yang merayakan.)",
@annpoet Luar biasa pildun,
@Askrlfess lu yg punya pildun kah,
"@Askrlfess ya biasa aja, lagi hype pildun semuanya boleh ikut euforianya🔥",
lu yang punya pildun kah?,
"Ya gak papa sik, dulu juga gue ngehype bola gara2 pildun 2002, itu juga karena si Kaka ganteng. Abis itu ngikutin nonton liga-liganya.",
"argentina menang pildun, coba lu pd bayangin kalo yedam tbtb ngechat hyunsuk ""HYUNGGG TERNYATA PREDIKSI AKU BENER, ARGENTINA MENANGGGG!!"" hyunsuk responnya ""VAMOS ARGENTINA""   argentina menang si yedam masi ngilang :"" dam nongol ke dam sekali aja",
"@Askrlfess gausa alay, pildun cuma 4 thn sekali jd wajar banyak yg musiman/bandwagon termasuk gua. lu sirik kan krn banyak yg nge hype bola jg jd lu udah ga spesial lg kyk snowflake, pick me kan lu kan hayo ngaku",
"@sasideerhan replika aja yg di bawa pulang, yg asli di taruh dan di simpan di swis, kecuali menang pildun 3x berturut turut selama 12 tahun",
"Hadiah akhir tahun yg baik, selamat buat Argentina atas kemenangannya di Pildun 2022 🏆🥇🏅🏅🏅🇦🇷#FIFAWorldCup #Qatar2022",
"@Askrlfess loyo, ngantuk. ggr nonton final pildun semalem",
@RevealJkt Bapak Ibunya begadang? Kok treveling ya walau ada pildun,
"Performanya selama world cup terbaik gak sih? Aku yg penonton awam lihatnya secara individu dia lebih baik dari messi selama ""PERTANDINGAN PILDUN KALI INI"". Bukan secara keseluruhan karir ya, jangan salah paham dan maki2 dulu 😁  Gak gampang jadi tulang punggung bawa tim kefinal.",
"@me_loneee @realmadridindo1 iya bang gua akuin pedri udah masuk final pildun 10 kali, kalah cuanmani itu, ampun bang",
yedam tadi pagi nonton pildun ga ya,
"kata dia ""kamu lebih ke drakor apa idol?"" ""kamu suka bts ya yang nyanyi buat pildun itu keren sih"" ""oh enhypen apaan itu"" ""kalo nct itu apa"" ""aku mah taunya cuma super junior"" ""kalo yang cewek apaan sih selain blackpink""  BEGITULAJ KIRA KIRA aku heran aja dia mau ngobrolin ituuu",
@dasarpemuda @idextratime Mbappe 19thun udh ikut pildun,
@sbyfess Thropy Pildun FIFA yg ini menggantikan Piala yg hilang dicolong (Jules Rimet) akhirnya FIFA membuatkan lg Thropy yg baru menunjuk Silvio Gazzaniga. ternyata sang pembuat menaruh peta Indonesia tepat di atas kedua tangan Dewi Yunani bernama Nike.,
Seru bgt vibes nobar pildun wkwkwkwkwk melebihi ramenya vibes konser2 krn bnerbner hampir semua enjoy the vibes🥺 btw congratssss 🇦🇷,
Selamat Hari Ngantuk Sedunia  ( Senin + Pildun Mantap )  #FIFAWorldCup #Messi𓃵day #pildun  https://t.co/HD4plAyZ35,
"Keren bgt kai udah tebak dri thn lalu pildun ini yg masuk final antara argentina, prancis sm brazil dan 2 diantara nya bnrn masuk wkwkw idolanya, messi disitu jga menang 😆 semalam nangis ga ya dia 😂😂  https://t.co/TlI3jPp0vP",
@badidding GUE SEMALAM NONTONIN FANCAM (jiakh fancam) GUESUNG DIBANDING FINAL PILDUN,
"Ga ngikutin pildun tp tiap work out pasti muter dreamer sm run bts 🤭 pas lihat bawahnya, langsung no.2 dong, anthem pas lg galau brutal 😭  https://t.co/ifrRo9SOIW",
Mbappe wangun sih... isa-isane hat trick pas pildun. Segan wak 🤟🏼,
Terus pildun di akhir tahun gini seru juga. Vibes2nya natal dan liburan tahun baru bentar lagi 👍,
